config_id,epoch,train_mse,train_mae,train_rmse,train_pearson,valid_mse,valid_mae,valid_rmse,valid_pearson
0,1,0.03625077050179243,0.14849629,0.19080158,0.7069268290453808,0.01226778944524435,0.08805166,0.11152371,0.9131239533436424
0,2,0.023142081182450057,0.12106229,0.15218358,0.823283665252203,0.01245854959751551,0.08758221,0.113384254,0.9287335178149836
0,3,0.013714341460727156,0.09281541,0.11694166,0.8902171712647409,0.01887525231219255,0.11342177,0.1385828,0.9337441590986951
0,4,0.009929061345756053,0.07791677,0.09951607,0.9197390243254291,0.012058017381395284,0.08423325,0.11099644,0.9386382379287155
0,5,0.007585741716902703,0.06917948,0.08727258,0.9387465871652618,0.008054466461404584,0.070016116,0.091148704,0.941206081295072
0,6,0.006423438766505569,0.06359151,0.08025851,0.9481775386919857,0.007786056635758052,0.06796063,0.08959011,0.9421486683132252
0,7,0.005406971462070942,0.05852814,0.07374705,0.9565003199337088,0.010810308982259952,0.082921855,0.10465737,0.9393411735319297
0,8,0.004945296881487593,0.054917455,0.07043495,0.9602814758011842,0.008002640948129388,0.06903842,0.09052654,0.9422609644016617
0,9,0.004196277651935816,0.05071778,0.06474513,0.9664781350971134,0.009446470586296458,0.075176574,0.098503,0.9418271250932396
0,10,0.003610337793943472,0.047536723,0.060254782,0.9711679102947128,0.014739436957125481,0.09676456,0.122611865,0.943940181917514
0,11,0.0038191880576778203,0.04866772,0.061943993,0.9695192450706538,0.010033034674751643,0.07892337,0.10178177,0.9399257151271291
1,1,0.028720426787622273,0.12428778,0.16944939,0.7597088200966883,0.011124626948283268,0.08270655,0.10584112,0.9272223282303256
1,2,0.010658663772046566,0.08082051,0.10276582,0.913522097314385,0.008788573018346842,0.073874496,0.09508012,0.9357804600640588
1,3,0.010173902267124503,0.07943876,0.101154484,0.9163955679437451,0.009834998135025112,0.0772719,0.10027842,0.9350647202914765
1,4,0.009214528745505959,0.07691011,0.096095964,0.9250402952630863,0.01066399272531271,0.080259174,0.104624145,0.9417268617955343
1,5,0.007043712681625038,0.06550015,0.08365007,0.9434945819473788,0.009320333528404053,0.0737973,0.097679675,0.9433487507249665
1,6,0.005318544523324817,0.05738797,0.07298034,0.9570879874403228,0.010476922508902274,0.07939525,0.10304022,0.9413731156166462
1,7,0.005047712256200611,0.05589211,0.07111887,0.9593929168726083,0.007898976909928024,0.06783817,0.0904178,0.9409371868384689
1,8,0.00457595611223951,0.053631827,0.06771666,0.9632153083756689,0.007407213803022527,0.0645822,0.087477535,0.9447137821668886
1,9,0.0039051207341253757,0.04882617,0.06258336,0.968615634388439,0.007790689929746664,0.0676714,0.08981203,0.9458381906154508
1,10,0.0035080780484713615,0.046381656,0.059296347,0.9719558560204712,0.007901933142700447,0.06956185,0.09023736,0.9424689277448087
1,11,0.003542340939166024,0.04681012,0.059582666,0.9716180488412971,0.009892744334557882,0.07733926,0.10041876,0.9466010696336541
1,12,0.003505826909095049,0.04682154,0.059143074,0.9721955501003444,0.009157926005382951,0.072985314,0.09716518,0.9429559051494579
1,13,0.0026984180076397024,0.04091968,0.05213447,0.978361880321322,0.009417136056491962,0.07316226,0.09838823,0.9463331105431938
2,1,0.07492293875664473,0.18970968,0.2745314,0.4977845211087431,0.015256698028399395,0.09937933,0.12291539,0.9113049935260635
2,2,0.017312374757602812,0.10436179,0.13155718,0.8568458248830096,0.020601647189603403,0.11902567,0.14318244,0.9255180507557569
2,3,0.013954303103964776,0.09403405,0.11845528,0.8846869676437512,0.028392299436605893,0.14164518,0.16701041,0.9276813142461569
2,4,0.013168501611799001,0.09036464,0.114748575,0.8924447361050416,0.02333126152650668,0.12551168,0.1515158,0.9333019836209002
2,5,0.010889323926530779,0.08224564,0.10449536,0.9109860249189312,0.029235239355609968,0.14606673,0.17016773,0.9369897263003115
2,6,0.010015248500276358,0.07818598,0.100164354,0.9184314083210188,0.01915685560267705,0.11248006,0.13782205,0.9354895653440316
3,1,0.02872587469872087,0.124439694,0.16936831,0.7600157726544206,0.010865365960993446,0.081341445,0.104651965,0.9273991805005856
3,2,0.010724302870221436,0.08104846,0.103192426,0.912830050205943,0.008649940996502455,0.07237962,0.094430715,0.9357992811809934
3,3,0.00998943202313967,0.07886327,0.100260265,0.9179571870951012,0.010195555702711526,0.079145305,0.1020675,0.9366143242155495
3,4,0.009136157596949489,0.07688915,0.095679864,0.9256976151523781,0.011326900934084104,0.08295866,0.10770809,0.9422347047154177
3,5,0.006998518060427159,0.06529457,0.08334025,0.9439475421843596,0.008775389162250437,0.07099321,0.09483376,0.9438832200821826
3,6,0.005287238364107907,0.057447713,0.07274373,0.9573693568093126,0.011077912094501348,0.0819085,0.10586405,0.9414116762362671
3,7,0.005044652008218691,0.05598665,0.07114784,0.9593708174677927,0.007936573238112032,0.067990445,0.09063991,0.9408199850443152
3,8,0.004370254067471251,0.052373584,0.06624923,0.9648202363733376,0.007488947863189073,0.06513971,0.08803475,0.9444859909901684
3,9,0.00382410361780785,0.04856616,0.061936475,0.9692789079945225,0.007804812541088233,0.0677121,0.089989655,0.9447291663098677
3,10,0.003296737229684368,0.04508012,0.05749613,0.9736375487290486,0.008368882977475341,0.07151214,0.09288033,0.9411875008253572
