config_id,epoch,train_mse,train_mae,train_rmse,train_pearson,valid_mse,valid_mae,valid_rmse,valid_pearson
0,1,0.05133013870567083,0.16803616,0.22690134,0.6411086875615694,0.02497491269157483,0.12727036,0.15877086,0.8933340228282292
0,2,0.026269508469849826,0.12803343,0.16246837,0.8022514604102606,0.011985642656397361,0.08438114,0.11034143,0.9265715838701105
0,3,0.02090943938586861,0.110654086,0.1439176,0.8432521284162624,0.017802491175154082,0.107769735,0.13369305,0.9225330300341165
0,4,0.020932740457355978,0.113056116,0.14451693,0.8435527684379031,0.011821536042799171,0.08477551,0.110231474,0.9274746568661724
0,5,0.017146060010418296,0.099174865,0.13117424,0.8665692026279761,0.01741611477560722,0.11019588,0.13310096,0.9345550611674602
0,6,0.015395033825188875,0.0947257,0.1242793,0.8816440512194156,0.009081677533686161,0.074209966,0.096185036,0.9375528689729873
0,7,0.013290946029592306,0.08754612,0.11554697,0.8972075285777014,0.013083450675297242,0.09178798,0.115149796,0.9359424370968868
0,8,0.011426889426074923,0.082272045,0.10686937,0.9126121411607949,0.007821602388643302,0.06864906,0.08965143,0.9438483480528738
0,9,0.011967920042807237,0.08597234,0.10937646,0.9074135359909088,0.007784599259209175,0.06869255,0.089441925,0.9419650229430753
0,10,0.010310757928527892,0.077193886,0.10124753,0.9209204345428723,0.007840811167485438,0.07077159,0.089822255,0.94432496467287
0,11,0.008976009341422468,0.07219182,0.09409261,0.9311339796873224,0.007514662646616881,0.06675898,0.08793707,0.944694573897858
0,12,0.007219552029855549,0.06530411,0.084612384,0.944477956972126,0.00789674000742917,0.06813905,0.090008475,0.9426933015952443
0,13,0.007665116405114532,0.06788705,0.08757705,0.9403317288229746,0.008619053253474144,0.07159859,0.0937935,0.9405098506184042
0,14,0.006440467620268464,0.06191101,0.08037273,0.9492065338261548,0.007164397563498754,0.06492062,0.085720554,0.9469158357238815
0,15,0.005374717926606536,0.056956783,0.07303178,0.9584891575986444,0.007704760413616896,0.068202905,0.08897228,0.9471934774083017
0,16,0.005202686144039035,0.055221643,0.07176343,0.9596204186686728,0.007854765424361596,0.06836079,0.08976195,0.9429705872466115
0,17,0.004537048286292702,0.05289262,0.0673761,0.9643497287399591,0.007006413858527174,0.0648314,0.08485277,0.9490007330411616
0,18,0.004468027031980455,0.052194312,0.06700218,0.9648502213372006,0.007243195566563652,0.06563384,0.08611142,0.9485408396023447
0,19,0.0038995335495565085,0.0500691,0.06246632,0.9693482842230389,0.006612721920156708,0.06295337,0.082387514,0.9509785419399757
0,20,0.0030970917973900214,0.043767683,0.055811066,0.9755557884418486,0.007951829098881437,0.070032425,0.0903591,0.9473876928981145
0,21,0.0029636117175687103,0.04301071,0.054486174,0.9767115403492153,0.007557670299250346,0.06647958,0.08806862,0.9452696398148059
0,22,0.0025250515143852683,0.039308753,0.0501765,0.9801281150765675,0.007043405552394688,0.063135006,0.08513838,0.9476057732168314
0,23,0.0029834181553451346,0.043817524,0.054759454,0.9764388567115754,0.006516910964049972,0.061217394,0.08190623,0.9514745094929024
0,24,0.0023730992915807292,0.038286265,0.048818897,0.9812471134782551,0.007968780799553944,0.068744175,0.090090625,0.9494103779241958
0,25,0.0021695288835326208,0.03663347,0.046616256,0.982883865574184,0.007357808689658458,0.06598285,0.08683916,0.9496038280340716
